pubdate,author,title,filename
1619,Pasquil.,"Pasquils palinodia, and his progresse to the tauerne where after the suruey of the sellar, you are presented with a pleasant pynte of poeticall sherry.",A68557.xml
1595,"Lansperger, Johannes Justus, 1489-1539.","An epistle in the person of Christ to the faithfull soule, written first by that learned Lanspergius, and after translated into English by one of no small fame, whose good example of sufferance & liuing, hath and wilbe a memoriall vnto his countrie and posteritie for euer",A04499.xml
1589,France. Sovereign (1574-1589 : Henry III),"The declarations as vvell of the French King, as of the King of Nauarre Concerning the truce agreed vpon betwene their Maiesties: and touching the passage of the riuer of Loire.",A02956.xml
1600,"Fulbecke, William, 1560-1603?.","A direction or preparatiue to the study of the lawe wherein is shewed, what things ought to be obserued and vsed of them that are addicted to the study of the law, and what on the contrary part ought to be eschued and auoyded.",A01287.xml
1557,Isocrates.,"The Godly aduertisement or good counsell of the famous orator Isocrates, intitled Parænesis to Demonicus wherto is annexed Cato in olde Englysh meter.",A68231.xml
1603,"Rowlands, Samuel, 1570?-1630?","Aue Cæsar. = God saue the King The ioyfull ecchoes of loyall English hartes, entertayning his Maiesties late ariuall in England. With an epitaph vpon the death of her Maiestie our late Queene.",A11094.xml
1565,"Wever, R.","An enterlude called lusty Iuuentus Lyuely describing the frailtie of youth: of natur, prone to vyce: by grace and good counsayll, traynable to vertue. The parsonages that speake. Messenger. Lusty Iuuentus. Good counsaill. Knowledge. Sathan the deuyll. Hypocrisie. Felowship. Abhominable lyuing. Gods mercifull promises. Foure maye playe it easely, takyng such partes as they thinke best: so that any one take of those partes that be not in place at once.",A14846.xml
1630,"Byfield, Nicholas, 1579-1622.","The marrovv of the oracles of God. Or, diuers treatises containing directions about sixe of the waightiest things can concerne a Christian in this life. by N. Bifield, late preacher of Gods Word at Isleworth in Middlesex.",A17397.xml
1630,"Dekker, Thomas, ca. 1572-1632.","London looke backe at that yeare of yeares 1625 and looke forvvard, vpon this yeare 1630 / written not to terrifie, but to comfort.",A06271.xml
1589,"Pasquill, of England, Cavaliero.","The returne of the renowned caualiero Pasquill of England, from the other side the seas, and his meeting with Marforius at London vpon the Royall Exchange VVhere they encounter with a little houshold talke of Martin and Martinisme, discouering the scabbe that is bredde in England: and conferring together about the speedie dispersing of the golden legende of the liues of the saints.",A09142.xml
1601,"Cornwallis, William, Sir, d. 1631?","Discourses vpon Seneca the tragedian. By Sir William Cornwalleys, Knight",A19351.xml
1588,"Rankins, William, fl. 1587.","The English ape, the Italian imitation, the footesteppes of Fraunce VVherein is explaned, the wilfull blindnesse of subtill mischiefe, the striuing for starres, the catching of mooneshine: and the secrete found of many hollow hearts. by W.R.",A10413.xml
1540,"Smyth, Thomas, servaunt to the Quenes most excellent Majestie.",A treatyse declarynge the despyte of a secrete sedycyous person that dareth not shewe hym selfe,A12562.xml
1623,"Molina, Antonio de, d. 1619?","A treatise of the holy sacrifice of the masse, and excellencies therof. Written in Spanish by the R. F. Ant. de Molina, a Carthusian monke, & translated into English by I.R. of the Society of Iesus. VVith order, hovv to be present at the said Holy Mystery, vvith deuotion & profit",A07609.xml
1578,"Churchyard, Thomas, 1520?-1604.","A discourse of the Queenes Maiesties entertainement in Suffolk and Norffolk with a description of many things then presently seene. Deuised by Thomas Churchyarde, Gent. with diuers shewes of his own inuention sette out at Norwich: and some rehearsal of hir Highnesse retourne from progresse. Wherevnto is adioyned a commendation of Sir Humfrey Gilberts ventrous iourney.",A18729.xml
1610,"Becanus, Martinus, 1563-1624.","The confutation of Tortura Torti: or, Against the King of Englands chaplaine: for that he hath negligently defended his Kinges cause. By the R.F. Martinus Becanus, of the Society of Iesus: and professour in deuinity. Translated out of Latin into English by W.I. P.",A06517.xml
1584,"Jewel, John, 1522-1571.",An expositio[n] vpon the two epistles of the apostle S. Paul to the Thessalonians by the reuerend Father Iohn Ievvel ... ; vvhereunto is adioined a very necessarie table of the principal matters contained in this exposition.,A04472.xml
1638,"Sibbes, Richard, 1577-1635.","Yea and amen: or, pretious promises, and priviledges Spiritually unfolded in their nature and vse. Driving at the assurance and establishing of weak beleevers. By R. Sibbs D.D. master of Katherine Hall in Cambridge, and preacher of Grayes Inne London. Reviewed by himselfe in his life time, and since perused by T.G. and P.N.",A12210.xml
1627,"Bernard, Richard, 1568-1641.","The Isle of Man: or, the legall proceeding in Man-shire against sinne Wherein, by way of a continued allegorie, the chiefe malefactors disturbing both Church and common-wealth, are detected and attached; with their arraignment, and iudiciall triall, according to the lawes of England. The spirituall vse thereof, with an apologie for the manner of handling, most necessary to be first read, for direction in the right vse of the allegory thorowout, is added in the end. By R.B. ...",A09156.xml
1632,"Randolph, Thomas, 1605-1635.","The jealous lovers A comedie presented to their gracious Majesties at Cambridge, by the students of Trinity-Colledge. Written by Thomas Randolph, Master of Arts, and fellow of the house.",A10407.xml
1606,"Suetonius, ca. 69-ca. 122.","The historie of tvvelve Cæsars emperours of Rome: written in Latine by C. Suetonius Tranquillus, and newly translated into English. With a marginall glosse, and other briefe annotations there-upon.",A13126.xml
1624,"Higgons, Theophilus, 1578?-1659.","Mystical babylon, or Papall Rome A treatise vpon those words, Apocal. 18.2. It is fallen, it is fallen Babylon, &c. In which the wicked, and miserable condition of Rome, as shee now is in her present Babylonian estate, and as she shall be in her future ineuitable ruine, is fully discouered: and sundry controuersiall points of religion, betwixt the Protestants, and the Papists, are briefly discussed. By Theophilus Higgons, rector of the parochiall Church of Hunton, neere Maidstone in Kent.",A03335.xml
1581,N/A,"Ane shorte and generall confession of the trewe Christiane faith and religion, according to Godis Word and actis of our Parliamentis subscriued be the Kingis Maiestie and his householde, with sindrie vtheris, to the glorie of God and good example of men, at Edinburgh the twentie eyght day of Januarie, the yere of God ane thousand, fyue hundreth, fourescore yeres, and the fourtene yere of His Maiesteis regne.",A11731.xml
1576,"Gascoigne, George, 1542?-1577.",The steele glas A satyre co[m]piled by George Gascoigne Esquire. Togither with The complainte of Phylomene. An elegie deuised by the same author.,A01522.xml
1609,"Nixon, Anthony.","The vvarres of Svvethland With the ground and originall of the said vvarres, begun and continued betwixt Sigismond King of Poland, and Duke Charles his vnkle, lately crowned King of Swethland. As also the state and condition of that kingdome, as it standeth to this day.",A08260.xml
1535,"Coverdale, Miles, 1488-1568.","Biblia the Byble, that is, the holy Scrypture  of the Olde and New Testament, faithfully translated in to Englyshe.",A10349.xml
1616,"Breton, Nicholas, 1545?-1626?","Crossing of proverbs The second part. With, Certaine briefe questions and answeres. By B.N. Gent.",A16738.xml
1590,N/A,"An excellent ditty made vpon the great victory, vvhich the French king obtayned against the Duke de Maine, and the Romish rebels in his kingdome, vpon Ashwednesday being the fourth day of March last past. 1590 To the tune of the new Tantara.",A02995.xml
1590,"Barrow, Henry, 1550?-1593.",A collection of certain letters and conferences lately passed betvvixt certaine preachers & tvvo prisoners in the Fleet,A05036.xml
1608,"James, Thomas, 1573?-1629.","An apologie for Iohn Wickliffe shewing his conformitie with the now Church of England; with answere to such slaunderous obiections, as haue beene lately vrged against him by Father Parsons, the apologists, and others. Collected chiefly out of diuerse works of his in written hand, by Gods especiall providence remaining in the publike library at Oxford, of the honorable foundation of Sr. Thomas Bodley Knight: by Thomas James keeper of the same.",A04328.xml
1628,"Christ's Hospital (London, England)","A psalme of thankes-giuing, to be sung by the children of Christs Hospitall, on Munday in Easter holy dayes, at Saint Maries Spittle, for their founders and benefactors, Anno Domini, 1628",A18701.xml
1603,"Chettle, Henry, d. 1607?","A True bill of the whole number that hath died in the cittie of London, the citty of Westminster, the citty of Norwich, and diuers other places, since the time this last sicknes of the plague began in either of them, to this present month of October the sixt day, 1603 with a relation of many visitations by the plague, in sundry other forraine countries.",A06259.xml
1611,"Coryate, Thomas, ca. 1577-1617.","Coryates crambe, or his colwort tvvise sodden and now serued in with other macaronicke dishes, as the second course to his Crudities.",A19379.xml
1625,"Norden, John, 1548-1625?","The fathers legacie VVith precepts morall, and prayers diuine: fitted for all sorts, both yong and old, times and seasons: morning, noone, and night.",A08274.xml
1632,Brussels (Belgium). Our Blessed Lady the Perpetuall Virgin Mary (Abbey of Benedictine nuns),Statutes compyled for the better obseruation of the holy Rule of the most glorious Father and patriarch S. Benedict confirmed by the ordinary authoritie of the right honorable a[n]d Reuer. Father in Chr. the Lo. Matthias Houius ... and by him deliuered to the English Religious VVoemen of the Monastery of our blessed Lady the perpetuall Virgin Mary in Bruxelles and to all their successours;,A07147.xml
1593,"Bancroft, Richard, 1544-1610.","Daungerous positions and proceedings published and practised within the iland of Brytaine, vnder pretence of reformation, and for the presbiteriall discipline.",A03321.xml
1533,England and Wales. Privy Council.,"Articles deuisid by the holle consent of the kynges moste honourable counsayle, his gracis licence opteined therto, not only to exhorte, but also to enfourme his louynge subiectis of the trouthe",A22660.xml
1603,"Dekker, Thomas, ca. 1572-1632.",The pleasant comodie of patient Grisill As it hath beene sundrie times lately plaid by the right honorable the Earle of Nottingham (Lord high Admirall) his seruants.,A20077.xml
1618,Cambridgeshire (England),"To all Christian people to whome these presents shall come to be read [blank] and vice-chancellor of this Vniuersitie of Cambridge sendeth greeting : knowe yee, that I ... haue admitted and allowed [blank] of [blank] in the countie of Cambridge [blank] to keepe a common ale-house ...",A17803.xml
1614,France. Parlement (Paris),"An act or decree of the Court of Parliament of Paris, made the 26. and executed the 27. of Iune. 1614 Against a booke printed at Cologne this present yeere, intituled Francisci Suares Granatensis è Societate Iesu Doctoris Theologi, defensio fidei Catholicæ & apostolicæ, aduersus Anglicanæ sectæ errores; containing diuers principles and propositions repugnant to the souerainge power of Kings, ordayned and established by God, the safetie of their persons, and the peace and tranquilitie of their states. Translated out of the French copie, printed at Paris, by F. Morel and Peter Mettayer, the Kings printers and stationers in ordinary, with his Maiesties priuiledge, 1614.",A08923.xml
1634,"Stafford, Anthony.","The guide of honour, or the ballance wherin she may weigh her actions A discourse written (by way of humble advise) by the author then residing in forreigne parts, to a truely noble lord of England his most honour'd friend. Worthy the perusall of all who are gently or nobly borne, whom it instructeth how to carry themselves in both fortunes with applause and security. / By Antony Stafford, Gent.",A68769.xml
1604,"Perkins, William, 1558-1602.","A commentarie or exposition, vpon the fiue first chapters of the Epistle to the Galatians: penned by the godly, learned, and iudiciall diuine, Mr. W. Perkins. Now published for the benefit of the Church, and continued with a supplement vpon the sixt chapter, by Rafe Cudworth Bachelour of Diuinitie",A09383.xml
1603,"Dod, Henry.","Certaine Psalmes of Dauid, heretofore much out of vse because of their difficult tunes. The nomber whereof are contained in the page following. Reduced into English meter better fitting the common tunes. By H.D.",A15972.xml
1547,"Askew, Anne, 1521-1546.","The first examinacio[n] of Anne Askewe latelye martired in Smythfelde, by the Romyshe popes vpholders, wyth the elucydacyon of Iohan Bale.",A22106.xml
1583,"Hunnis, William, d. 1597.","Seuen sobs of a sorrowfull soule for sinne comprehending those seuen Psalmes of the princelie prophet David, commonlie called Pœnitential / framed into a forme of familiar praiers, and reduced into meeter by William Hunnis ... ; wherevnto are also annexed his Handfull of honisuckles, The poore widowes mite, a dialog betweene Christ and a sinner, diuers godlie and pithie ditties, with a Christian confession of and to the Trinitie.",A03862.xml
1566,"Becon, Thomas, 1512-1567.","A new postil conteinyng most godly and learned sermons vpon all the Sonday Gospelles, that be redde in the church thorowout the yeare ...",A06932.xml
1605,"Daniel, Samuel, 1562-1619.",Certaine small poems lately printed with the tragedie of Philotas. Written by Samuel Daniel.,A19812.xml
1630,"Prynne, William, 1600-1669.","Lame Giles his haultings. Or, A briefe survey of Giles Widdovves his confutation of an appendix, concerning bowing at the name of Iesus Together with a short relation of the popish originall and progresse of this groundlesse novell ceremony: wherein Mr. Widdovves his manifold forgeries, oversights, and absurdities are in part detected; and the point, of bowing at the name of Iesus, together with that, of cringing to altars and communion-tables, is now more largely discussed. By VVilliam Prynne, an vtter-barrester of Lincolnes Inne.",A10188.xml
1622,"Adams, Thomas, fl. 1612-1653.",Eirenopolis: = the citie of peace Surueyed and commended to all Christians. By Tho. Adams.,A01085.xml
1613,"Taylor, John, 1580-1653.","Odcombs complaint: or Coriats funerall epicedium or death-song, vpon his late reported drowning. With his epitaph in the Barmuda, and Utopian tongues. And translated into English by Iohn Taylor.",A13481.xml
1607,"King, John, 1559?-1621.","The fourth sermon preached at Hampton Court on Tuesday the last of Sept. 1606. By John Kinge Doctor of Divinity, and Deane of Christ-Church in Oxon",A04843.xml
1621,"Taylor, John, 1580-1653.","A shilling or, The trauailes of twelue-pence",A13495.xml
1613,"Markham, Gervase, 1568?-1637.","The English husbandman. The first part: contayning the knowledge of the true nature of euery soyle within this kingdome: how to plow it; and the manner of the plough, and other instruments belonging thereto. Together with the art of planting, grafting, and gardening after our latest and rarest fashion. A worke neuer written before by any author: and now newly compiled for the benefit of this kingdome. By Garuis Markham",A06926.xml
1631,"Foster, William, 1591-1643.","Hoplocrisma-spongus: or, A sponge to vvipe avvay the weapon-salve A treatise, wherein is proved, that the cure late-taken up amongst us, by applying the salve to the weapon, is magicall and unlawfull By William Foster Mr. of Arts, and parson of Hedgley in the county of Buckingham.",A01091.xml
1539,"Erasmus, Desiderius, d. 1536.",Prouerbes or adagies with newe addicions gathered out of the Chiliades of Erasmus by Richard Tauerner. Hereunto be also added Mimi Publiani.,A68027.xml
1595,"Sabie, Francis.","The fissher-mans tale of the famous actes, life and loue of Cassander a Grecian knight. Written by Francis Sabie.",A11269.xml
1572,"I. B., gentleman.","A letter sent by I.B. Gentleman vnto his very frende Maystet [sic] R.C. Esquire vvherin is conteined a large discourse of the peopling & inhabiting the cuntrie called the Ardes, and other adiacent in the north of Ireland, and taken in hand by Sir Thomas Smith one of the Queenes Maiesties priuie Counsel, and Thomas Smith Esquire, his sonne.",A00364.xml
1628,"Prynne, William, 1600-1669.","A briefe suruay and censure of Mr Cozens his couzening deuotions Prouing both the forme and matter of Mr Cozens his booke of priuate deuotions, or the houres of prayer, lately published, to be meerely popish: to differ from the priuate prayers authorized by Queene Elizabeth 1560. to be transcribed out of popish authors, with which they are here paralelled: and to be scandalous and preiudiciall to our Church, and aduantagious onely to the Church of Rome. By William Prynne Gent. Hospitij Lincolniensis.",A10177.xml
1624,Ireland. Lord Deputy (1622-1629 : Falkland),"By the Lord Deputie and Councell. A proclamation for the banishment of Iesuites and priests, &c.",A04102.xml
1546,"Bale, John, 1495-1563.","The actes of Englysh votaryes comprehendynge their vnchast practyses and examples by all ages, from the worldes begynnynge to thys present yeare, collected out of their owne legendes and chronycles by Iohan Bale. ...",A02573.xml
1525,"Bradshaw, Henry, d. 1513.",Here begynneth the lyfe of saynt Radegunde,A68972.xml
1552,"Flacius Illyricus, Matthias, 1520-1575.","Wonderfull newes of the death of Paule the. iii. last byshop of Rome [and] of diuerse thynges that after his death haue happened, wherein is trulye set ... the abominable actes of his most mischeuous life. Written in Latin by. P. Esquillus, and Englyshed by W. B. Londoner.",A00402.xml
1565,"Boccaccio, Giovanni, 1313-1375.","A pleasant and delightfull history, of Galesus Cymon and Iphigenia describing the ficklenesse of fortune in loue. Translated out of Italian into Englishe verse, by T. C. Gent.",A16260.xml
1620,N/A,A Caueat or vvarning for all sortes of men both young and olde to auoid the company of lewd and wicked women to the tune of Virginia.,A18259.xml
1587,"Greepe, Thomas.","The true and perfecte newes of the woorthy and valiaunt exploytes, performed and doone by that valiant knight Syr Frauncis Drake not onely at Sancto Domingo, and Carthagena, but also nowe at Cales, and vppon the coast of Spayne. 1587.",A02201.xml
1630,"Vaughan, William, 1577-1641.","The arraignment of slander periury blasphemy, and other malicious sinnes shewing sundry examples of Gods iudgements against the ofenders. As well by the testimony of the Scriptures, and of the fathers of the primatiue church as likewise out of the reportes of Sir Edward Dier, Sir Edward Cooke, and other famous lawiers of this kingdome. Published by Sir William Vaughan knight.",A14305.xml
1565,Horace.,[The first two satires or] poesyes of Horace [translated into English] meeter by Levvis Euans schoolemayster.,A03679.xml
1609,"Hall, Joseph, 1574-1656.","The Passion sermon preached at Paules Crosse, on Good-Friday. Apr. 14. 1609. By I.H.",A02567.xml
1591,"Spenser, Edmund, 1552?-1599.",Complaints Containing sundrie small poemes of the worlds vanitie. VVhereof the next page maketh mention. By Ed. Sp.,A12774.xml
1608,"Perkins, William, 1558-1602.","A godly and learned exposition of Christs Sermon in the Mount: preached in Cambridge by that reuerend and iudicious diuine M. William Perkins. Published at the request of his exequutors by Th. Pierson preacher of Gods word. Whereunto is adioyned a twofold table: one, of speciall points here handled; the other, of choise places of Scripture here quoted",A09432.xml
1637,"Taylor, John, 1580-1653.","Drinke and vvelcome: or The famous historie of the most part of drinks, in use now in the kingdomes of Great Brittaine and Ireland with an especiall declaration of the potency, vertue, and operation of our English ale. With a description of all sorts of waters, from the ocean sea, to the teares of a woman. As also, the causes of all sorts of weather, faire or foule ... Compiled first in the high Dutch tongue, by the painefull and industrious Huldricke Van Speagle, a grammaticall brewer of Lubeck, and now most learnedly enlarged, amplified, and translated into English prose and verse. By Iohn Taylor.",A13442.xml
1586,"Whetstone, George, 1544?-1587?","The English myrror A regard wherein al estates may behold the conquests of enuy: containing ruine of common weales, murther of princes, cause of heresies, and in all ages, spoile of deuine and humane blessings, vnto which is adioyned, enuy conquered by vertues. Publishing the peaceable victories obtained by the Queenes most excellent Maiesty, against this mortall enimie of publike peace and prosperitie, and lastly a fortris against enuy, builded vpon the counsels of sacred Scripture, lawes of sage philosophers, and pollicies of well gouerned common weales: wherein euery estate may see the dignities, the true office and cause of disgrace of his vocation. A worke safely, and necessarie to be read of euerie good subiect. By George Whetstones Gent. Seene and allowed.",A15033.xml
1633,"Ford, John, 1586-ca. 1640.",The broken heart A tragedy. Acted by the Kings Majesties Seruants at the priuate House in the Black-Friers.,A01046.xml
1631,"Dekker, Thomas, ca. 1572-1632.","A tragi-comedy: called, Match mee in London As it hath beene often presented; first, at the Bull in St. Iohns-street; and lately, at the Priuate-House in Drury-Lane, called the Phœnix Written by Tho: Dekker.",A20088.xml
1605,Erra Pater.,"A prognostication for euer, made by Erra Pater, a Iew, borne in Iury, Doctor in Astronomie and Phisicke very profitable for to keepe the body in health: and also Ptholomeus saith the same.",A17624.xml
1531,"Erasmus, Desiderius, d. 1536.",A treatise perswadynge a man patientlye to suffre the deth of his frende,A00358.xml
1621,"Bergeville, Marquis de.","The last summons, or an oration sent to the inhabitants of the towne of Rochell, to mooue them to yeild the towne vnto his Maiestie, and to obay his commandements. Written by Monsieur le Marquis de Berguille",A08704.xml
1636,"Nemesius, Bp. of Emesa.","The nature of man A learned and usefull tract written in Greek by Nemesius, surnamed the philosopher; sometime Bishop of a city in Phœnicia, and one of the most ancient Fathers of the Church. Englished, and divided into sections, with briefs of their principall contents: by Geo: Wither.",A08062.xml
1570,"Gribaldi, Matteo, d. 1564.","A notable and marueilous epistle of the famous doctour, Matthewe Gribalde, Professor of the lawe, in the Vniuersitie of Padua: co[n]cernyng the terrible iudgemente of God, vpon hym that for feare of men, denieth Christ and the knowne veritie: with a preface of Doctor Caluine",A02229.xml
1615,N/A,Table-obseruations,A13324.xml
1631,"Jonson, Ben, 1573?-1637.","The nevv inne. Or, The light heart A comoedy. As it was neuer acted, but most negligently play'd, by some, the Kings Seruants. And more squeamishly beheld, and censured by others, the Kings subiects. 1629. Now, at last, set at liberty to the readers, his Maties seruants, and subiects, to be iudg'd. 1631. By the author, B. Ionson.",A04658.xml
1569,"Knell, Thomas.","An epitaph, or rather a short discourse made vpon the life [and] death of D. Boner sometimes vnworthy Bisshop of London whiche dyed the v. of September in the Marshalsie.",A04894.xml
1579,"Bullein, William, d. 1576.","Bulleins bulwarke of defence against all sicknesse, soarenesse, and vvoundes that doe dayly assaulte mankinde: which bulwarke is kept with Hilarius the gardener, [and] Health the phisicion, with the chirurgian, to helpe the wounded soldiours. Gathered and practised from the most worthy learned, both olde and new: to the great comfort of mankinde: by VVilliam Bullein, Doctor of Phisicke. 1562.",A17156.xml
1620,"Boccaccio, Giovanni, 1313-1375.","The decameron containing an hundred pleasant nouels. Wittily discoursed, betweene seauen honourable ladies, and three noble gentlemen.",A16248.xml
1639,"I. S., fl. 1639.","Clidamas, or The Sicilian tale. VVritten by I.S.",A11241.xml
1639,"Ford, John, 1586-ca. 1640.",The ladies triall Acted by both their Majesties Servants at the private house in Drury Lane.,A01052.xml
1630,"Taylor, John, 1580-1653.","The great eater, of Kent, or Part of the admirable teeth and stomacks exploits of Nicholas Wood, of Harrisom in the county of Kent His excessiue manner of eating without manners, in strange and true manner described, by Iohn Taylor.",A13456.xml
1574,"Simard, Marie Ange, attributed name.","An introduction to the loue of God. Accompted among the workes of S. Augustine, and set forth in his name, very profitable to moue all men to loue God for his benefits receaued",A22853.xml
1562,"Bullein, William, d. 1576.","A comfortable regiment, and a very wholsome order against the moste perilous pleurisi whereof many doe daily die within this citee of London, and other places: and what the cause is of the same, doen by William Bulleyn, December. 8. Anno salutis 1562.",A17157.xml
1596,"Broughton, Hugh, 1549-1612.","Daniel his Chaldie visions and his Ebrevv: both translated after the original: and expounded both, by reduction of heathen most famous stories vnto the exact proprietie of his wordes (which is the surest certaintie what he must meane:) and by ioyning all the Bible, and learned tongues to the frame of his worke",A15998.xml
1637,"Knevet, Ralph, 1600-1671.","Funerall elegies; consecrated to the immortall memory, of the Right Honorable the Lady Katherine Paston, late wife to the truely noble, and heroicke, William Paston, of Oxned Esquire",A04895.xml
1591,N/A,"True nevves from one of Sir Fraunces Veres companie Concerning Delftes-Isle, and sundry other townes in the Lowe Countries, yeelded to the generall since May last. Of the great armie, nowe comminge out of Germanie for the aide of the French King, and their hope for the speedye winninge of Antwerpe. VVith the bloody persecution and marterdome which sundry cheefe persons of account did lately suffer in Spaine for the profession of Christ Iesus. Translated out of Dutch. Seene and allowed.",A14338.xml
1622,"Taylor, John, 1580-1653.",The great O Toole,A13457.xml
1620,"Ford, John, 1586-ca. 1640.",A line of life Pointing at the immortalitie of a vertuous name.,A01053.xml
1555,"Menewe, Gracious.","A plaine subuersyon or turnyng vp syde down of all the argumentes, that the Popecatholykes can make for the maintenaunce of auricular confession with a moste wholsome doctryne touchyng the due obedience, that we owe vnto ciuill magistrates, made dialogue wyse betwene the prentyse and the priest by Gracyous Menewe.",A07436.xml
1634,"Ford, John, 1586-ca. 1640.",The chronicle historie of Perkin VVarbeck A strange truth. Acted (some-times) by the Queenes Maiesties Servants at the Phænix in Drurie lane.,A01047.xml
1608,"Armin, Robert, fl. 1610.",[A nest of ninnies Simply of themselues without compound. Stultorum plena sunt omnia. By Robert Armin.],A21397.xml
1593,"R. S., of the Inner Temple.","The phoenix nest Built vp with the most rare and refined workes of noble men, woorthy knights, gallant gentlemen, masters of arts, and braue schollers. Full of varietie, excellent inuention, and singular delight. Neuer before this time published. Set foorth by R.S. of the Inner Temple Gentleman.",A11254.xml
1587,"Whetstone, George, 1544?-1587?","The censure of a loyall subiect upon certaine noted speach & behauiours of those fourteen notable traitors, at the place of their executions, the xx. and xxi. of September, last past. As also, of the Scottish queen, now (thanks be to God) cut off by iustice, as the principal roote of al their treasons. On Wednesday the 8. of Februarie 1586. Wherein is handled matter of necessarie instruction and comfort for al duetiful subiectes: especially, the multitude of ignoraunt people. Feare God: be true to thy Prince: and obey the lawes.",A15032.xml
1637,"Hexham, Henry, 1585?-1650?","A true and briefe relation of the famous seige of Breda beseiged, and taken in vnder the able and victorious conduct of his Highnesse the Prince of Orange, captaine generall of the States armie, and admirall of the seas, &c. Composed by Henry Hexham quartermaster to the regiment of the honorable Coronell Goring.",A03136.xml
1611,"Barry, Lording, 1580?-1629.",Ram-Alley: or merrie-trickes A comedy diuers times here-to-fore acted by the Children of the Kings Reuels. VVritten by Lo: Barrey.,A04881.xml
1589,"Wright, Leonard, b. 1555 or 6.","A display of dutie dect vvith sage sayings, pythie sentences, and proper similies: pleasant to reade, delightfull to heare, and profitable to practise, By. L. Wright.",A15754.xml
1588,"Bulkley, Edward, d. 1621?","An answere to ten friuolous and foolish reasons, set downe by the Rhemish Iesuits and papists in their preface before the new Testament by them lately translated into English, which haue mooued them to forsake the originall fountaine of the Greeke, wherein the Spirit of God did indite the Gospell, and the holie Apostles did write it, to follow the streame of the Latin translation, translated we know not when nor by whom With a discouerie of many great corruptions and faults in the said English translation set out at Rhemes. By E.B.",A17143.xml
1600,"Nenna, Giovanni Battista.",A discourse whether a noble man by birth or a gentleman by desert is greater in nobilitie,A08063.xml
1589,"Throckmorton, Job, 1545-1601.","M. Some laid open in his coulers VVherein the indifferent reader may easily see, hovve vvretchedly and loosely he hath handeled the cause against M. Penri. Done by an Oxford man, to his friend in Cambridge.",A02200.xml
1606,"Bodin, Jean, 1530-1596.","The six bookes of a common-weale. VVritten by I. Bodin a famous lawyer, and a man of great experience in matters of state. Out of the French and Latine copies, done into English, by Richard Knolles",A16275.xml
1563,"Coligny, Gaspard de, seigneur de Châtillon, 1519-1572.","An answere to the examination that is sayde to haue bene made of one named Iohn de Poltrot, calling himself the Lord of Merey, vpon the death of the late Duke of Guyse by the Lord of Chastillon admyrall of Fraunce, and others named in the saide examination. At Caen. 1562",A19146.xml
1602,N/A,"A Caveat for the borower, or, A Perfect table of usurie shewing how much the principall summe, with the interest, and interest vpon interest, from one pound to a thousand, amounteth vnto yearely for twentie one yeares, after the rate of ten in the hundred.",A18258.xml
1581,Holy Roman Empire. Emperor (1519-1556 : Charles V),"The ioyfull entrie of the Dukedome of Brabant & the articles agreed vpon, and graunted by their lordes, and confirmed by the Emperour Charles the Fifte, and solemnely sworne by Philippe his sonne King of Spaine. Anno 1549. Set foorth to the viewe of al louers of the trueth, who openly may see therein, how the same in no wise is perfourmed, (the Lord in his mercie emende it) but to the contrary, in place of getting and preseruing of priuiledges and liberties, they are through the inspiration of the Pope and his allyed, with all crueltie and tyrannie, broken, taken away, & totally voyd. Printed at Delft in Dutch, and Englished by R.V.S. 1581.",A68967.xml
1629,"Hall, Joseph, 1574-1656.","One of the sermons preach't to the Lords of the High Court of Parliament, in their solemne fast held on Ashwednesday, Feb. 18 And by their appointment published: by Ios: Exon.",A02566.xml
1617,"Adams, Thomas, fl. 1612-1653.","The souldiers honour Wherein by diuers inferences and gradations it is euinced, that the profession is iust, necessarie, and honourable: to be practised of some men, praised of all men. Together with a short admonition concerning munition, to this honour'd citie. Preached to the worthy companie of gentlemen, that exercise in the artillerie garden: and now on thier second request, published to further vse. By Tho. Adams.",A02572.xml
1561,"Barker, John, ballad writer.","A balade declaryng how neybourhed lone [sic], and trew dealyng is gone",A04103.xml
1630,"Stirling, William Alexander, Earl of, 1567 or 8-1640.","The mapp and description of Nevv-England together with a discourse of plantation, and collonies: also, a relation of the nature of the climate, and how it agrees with our owne country England. How neere it lyes to New-found-land, Virginia, Noua Francia, Canada, and other parts of the West-Indies. Written by Sr. William Alexander, Knight.",A16507.xml
1596,"Sabie, Francis.",Adams complaint. The olde vvorldes tragedie. Dauid and Bathsheba,A11268.xml
1525,"Boccaccio, Giovanni, 1313-1375.","Here begynneth y[e] hystory of Tytus & Gesyppus translated out of Latyn into Englysshe by Wyllyam Walter, somtyme seruaunte to Syr Henry Marney ...",A16261.xml
1608,Essex (England),At a generall asse[m]blie of the iustices of the pea[ce] ...,A00403.xml
1534,"Lichfield, William, d. 1448.",The remors of conscyence here begynneth certayne demonstracyons by our lorde to all synfull persones with the remors of mannes conscyence to the regarde of the bounte of our lorde.,A10610.xml
1560,"T. T., fl. 1560.","[Some f]yne gloues deuised for Newyeres gyftes to teche yonge peop[le to] knowe good from euyll wherby they maye learne the. x. commaundementes at theyr fyngers endes. x. other good lessons be written within the fyngers, the tree of vertues with her braunches in the right palme and the route of vyces in the lefte, with a declaration of the other pyctures folowinge in meter.",A13319.xml
